Frame,R_SHOULDER_R_ELBOW_R_WRIST,L_SHOULDER_L_ELBOW_L_WRIST,R_HIP_R_KNEE_R_ANKLE,L_HIP_L_KNEE_L_ANKLE,NECK_R_SHOULDER_L_SHOULDER,R_HIP_R_SHOULDER_L_SHOULDER,R_HIP_R_KNEE_L_KNEE
41,166.49655256738063,178.5948316387636,178.68071462913178,178.71180953657571,1.75066232300427,86.92321722001999,86.25374797112227
42,168.07457271079483,179.77279421184232,177.9395225021352,178.18412585341633,0.8692368562538418,85.63041096937648,87.52447648800864
43,168.54039957026413,173.65765280404338,175.912345130833,177.7270110570801,1.9619569125110032,85.86812334112514,88.34056229888174
44,163.2096331712895,179.17416366240968,174.02905499828324,179.94682612705807,0.7981106061050977,86.28150026906496,87.587729313553
45,168.31998930519572,179.75057760214156,170.17292992890404,177.49501973660432,2.048911238840664,85.94784967857966,90.45192945970201
46,170.46696095846892,176.09730839490015,170.15107286219495,178.47932384636084,1.9660474272388013,90.69191188069121,93.0112974423889
47,165.89891142580592,179.03132400290392,169.0198335632526,178.97723544373784,0.27144422482008207,87.40623610437714,90.97086977020615
48,158.92338896213752,178.81432936746555,170.8509531648179,179.38851955423314,0.051109771902476085,89.30508864374413,98.7676442219739
49,159.21261893086998,178.70400745555125,172.79364089655232,178.58666336007988,1.1488702497110572,90.25622199977354,99.72562209707436
50,166.23152925586405,175.906615481967,169.28701535999704,179.38774239201553,0.18642011857629515,92.02119260989684,104.67548013244195
51,167.63474853990613,173.38417731029975,174.92821467659607,179.81518731304556,1.1883201134856454,91.05190800833847,105.22275205659327
52,161.575424188423,174.77421429970943,173.88008460690003,179.27258500677007,3.0122177301555895,91.05230483898681,100.03920987473056
53,160.79283798820694,173.8988987012232,175.88180931906982,179.31678097938556,1.0711838822108637,91.00632112590758,93.77501304021168
54,162.20059707894026,172.07110143943004,178.41053825689454,179.6432661948043,2.032905042454604,90.02962723812523,106.23391598258875
55,159.6200165529353,171.91792461382855,177.68263608825023,177.58680657263358,0.040952231472565485,89.9825631496626,105.29364251918294
56,160.3197861012261,172.47895118804286,175.58838718112057,177.0023734301433,0.037995637255717064,89.98049226593827,104.96785766616433
57,160.65599074880828,175.74604506696917,175.63553202905499,176.27518233201212,1.1328320874497402,90.32814912193255,108.00213794149712
58,160.90474633210053,176.82688052226325,177.74115705765004,176.69506794149902,1.1356017673031549,89.69772955554629,104.77176550154248
59,162.01151524380978,174.16096067460128,174.67254109725903,179.10138756308018,2.2138170761177087,89.26262255629482,94.76934635772704
60,161.55136841159532,178.87109366037026,173.2287707287834,177.3769971969648,1.244721303826708,88.99243765148726,107.41300977831416
61,162.7181073978922,177.5579233991651,178.48512734885628,176.4398846555611,1.1297544030282198,89.71553086008188,97.82579056788619
62,166.0015934716477,173.61109449527774,179.251664553376,175.5901979543809,0.10655902893615078,91.496937988313,95.16318279156711
63,163.5263059427552,178.2594472254222,179.8952169292035,178.04505457901075,1.0419523118564795,89.76060207955906,97.89502254255648
64,163.64339331106854,179.9485216491568,178.34849505701607,178.6039572572507,0.1460736685177939,89.266595576932,98.53762598544687
65,169.8234112856356,178.71415456178843,179.6750755702455,177.91226670717091,1.1799991461784918,86.80493589469654,95.40025492559971
66,166.15088350319644,176.9444310274092,177.35770321131164,176.68901250623023,1.3154645787250197,87.49030168381998,96.38721332670028
67,159.32820765933948,174.69991064806158,179.33267285801477,177.0442584105217,1.166293452826141,89.72788726254544,96.3115387044484
68,160.6800110696964,179.08995140949983,179.29341075304856,179.93288028261162,1.181323059834102,90.43698792295939,94.93827989271134
69,158.28113994373118,178.48279793761088,179.4624246387589,177.73001755801775,1.2445154580530597,90.37745551015107,91.97358790720548
70,166.64239327400756,178.67621590923363,179.64905520295935,179.12624729500524,1.1889691388469146,88.94132663054332,93.72585829218563
71,164.04966126828637,177.0769005461916,178.14623691198062,177.83829454556064,1.2920400744020997,87.57134841684575,94.46406787543798
72,163.26773730190868,174.46208013578058,176.698896201954,177.85460146727794,0.026612284905769796,87.19375444379438,91.89081789027149
73,159.59374654559613,173.63345032459173,179.98946462702096,177.74238399330153,1.0906850799056473,90.48531011472372,97.3911949561424
74,160.07799293362137,175.20548507140865,179.30797614951896,177.70230418389056,0.028083479162177637,90.0467325392621,98.80636334674438
75,161.41570471634975,178.3095118369641,179.96863394948403,178.41117971370417,0.017910971839608925,89.26199844211705,95.5460080273193
76,166.0176521842212,179.51286469778387,179.370884798538,177.69793876557975,0.036467423199830144,89.2425968883306,95.03368692601283
77,173.8711196758751,177.84811933404006,179.44485034669196,179.11689415136254,1.211065896073475,88.21818875450585,91.81270254029423
78,168.80752773555582,177.07052295826801,179.59815863294196,179.13173788409603,1.1665101519853993,87.49686080888279,90.97837545557424
79,160.99396817698857,178.61561471426933,178.8653886504766,179.34577770726168,1.1751551535006954,86.16640687842624,98.03487223386374
80,160.64340724700463,179.50194932010206,178.19032241180136,178.5253478655143,1.1682762525497101,86.22271523301626,97.29161252628369
81,166.96484923687768,177.05717021119938,177.41801173945777,178.15393025430402,1.1503283925928989,86.20901060798894,94.3384957220542
82,165.99187148645757,175.992403647975,177.32894860567973,176.54056752781904,1.1046755388145966,87.64258515144112,92.24027128872362
83,160.59511663504355,173.8245757663294,179.37110020399876,177.83216307161126,1.0370603768441733,88.31569877238634,93.72881898370912
84,161.7886851768925,174.70804453741505,179.9524238246507,177.64643411918638,0.02444245433505994,90.13824448640096,94.77259479654228
85,171.66021345993403,177.45343526577486,178.65965620172096,178.3298228633538,0.05792915532953951,87.24039205758619,96.7863180485059
86,174.8206159813715,176.94754566571734,179.2605307537253,178.73998778830787,0.039922794207448445,87.10327223791177,98.75246577434987
87,162.9709237794586,175.96061679294806,178.67306734097397,179.27836454656554,1.9928569062522223,86.54499187618988,97.71130008137182
88,163.0691539742308,178.3811480886392,178.6246455089281,178.63730501993126,0.14885394763622314,86.40447798080515,97.96697734236307
89,164.47312758103845,176.17653457849292,177.87567894044315,179.2194347726099,0.9618744693268034,85.4986524264739,94.57307787044715
90,166.84573072485549,179.77307944307194,177.95818542507448,178.87970782562542,1.0225194688365131,85.54794353116688,99.21484407990644
91,166.62036072887304,179.1059561190595,177.9681349979291,177.96746775811968,0.015439062566327096,87.9741327138013,95.74858217253697
92,164.02207214621143,178.0480066868018,179.4108883902548,177.32471927684,1.0439723062088064,89.82451995428943,96.43697623889749
93,170.36795474188233,175.2930256228307,179.88632475763356,178.66305122515422,1.1917721892879205,89.87418414489194,94.58138650343923
94,171.2919404033094,176.16869590290304,179.89527945784278,177.72394370664054,2.1627326384003043,90.18118772496662,94.50107623497651
95,172.89954679417605,176.91549407050252,179.27795355449763,176.9662069303268,0.06208008726724692,90.81219142419566,97.6879681548797
96,172.4540394652069,176.9556081157285,179.3631907360196,177.62133813512295,0.18793259266640142,89.29067524844211,91.98381339017295
97,168.72559006394948,178.6615764847671,179.36036213991954,176.8179717543604,1.1595202016510373,90.40492441853114,91.99174431180143
98,171.20166469041783,179.39864384706286,179.90850754327113,177.45743638180036,1.1953700857727336,89.62669169351994,92.07655990604081
99,170.17474352815384,175.87242383747116,179.2703924536364,177.3389779851503,2.07371079460674,89.30641983253705,92.69549672886697
100,169.06057887423785,175.30369373874234,179.28453174115006,178.31000499855654,2.1201209238533267,89.31978897690196,95.55782611049581
101,170.24614796263356,176.06951673630186,179.3100700459029,178.99875281045865,2.5299593020355267,89.42181531528821,95.87716683745299
102,166.58217436029483,175.9376360918227,179.3428593864007,178.3904389213475,3.3465690084164548,87.72915223862559,95.12191036381725
103,166.50272959273448,173.42646534036604,179.32897588691324,179.85476690275524,3.5894162234446476,87.70838686194249,95.35178823846206
104,163.8562378161753,174.23886907478064,179.34859651977084,179.60204301598435,3.769104292439364,89.59600483205168,98.72287765642302
105,162.13899249000255,175.01545897611197,179.95256786057197,179.59849353834457,2.6188083040838457,88.63527214628864,99.39565958953173
106,162.01929344875643,175.98424683736212,179.98358131937943,179.72931723580942,3.7302583332618626,89.5055910688482,96.33571901296115
107,161.87213540233512,177.5019670067048,179.2720884870724,178.90246680978134,1.391724841758445,89.5148944646688,96.58098026947123
108,164.77222681626165,176.76158867763453,179.26423425822742,179.37450437652836,2.1066775469169055,88.70382636355303,103.19095261036385
109,164.77935351798064,179.92322515417754,179.98062568049468,179.456678883033,1.038346972328248,85.45503797278184,103.07975797377809
110,162.95314541871855,179.90936175589994,179.32817133193467,179.95273366117328,0.020836842047475657,84.44553862848117,98.7736111170642
111,165.45932627953619,178.0697211027461,179.34797596038158,179.8557930723109,0.03537699117533767,83.78170786464733,98.74001826691028
112,167.0968533572968,177.81649124258956,179.9837255539656,179.8667320112853,0.031127533743149912,84.44012203568779,96.35373106328645
113,167.16359764417396,178.88589291823897,179.99170241128766,179.46869507020776,0.02503099130453083,84.40635793957144,102.38201589600602
114,168.14814860714603,178.88491095763118,179.99647163054718,179.39543959962768,0.02182101290435328,83.72555496768221,102.37218178151086
115,166.71119294884954,178.88707355434005,179.3258326451936,179.46253132563848,0.01998654317590737,84.41343096449562,103.03086906731055
116,162.99569692381297,177.7814422346934,179.32224063013717,179.44587541100336,0.019294557075152402,85.09666637653812,100.09337623176988
117,164.2475344358059,177.77589330251703,178.66948296461416,178.5121053269164,0.01615106719694311,85.13552589268983,97.5782512198385
118,161.36911610134825,175.62048241334261,178.64452972642889,178.7030148390863,0.022324493001694996,85.0991986885237,100.66129664805675
119,163.55504340398198,178.4323240142828,177.87159055537654,178.86487096091702,0.9970962914296689,85.42199560012185,103.76217278969364
120,162.65410617429004,178.0225614708299,178.5694276766318,178.3035651330344,0.021858449649922965,85.75847762286713,106.08882337320343
121,167.03560426585,177.81417149405823,177.86889266488149,178.29297577441335,0.00514485246201101,86.41764808759102,106.85481816113382
122,169.3267640469847,179.7059339598729,178.5850445911724,178.23423859429005,0.005836245962049515,84.39711501746041,106.09362255458593
123,169.37784298838406,177.2905433371494,179.34011602283547,178.1433260177279,0.006079485100398584,85.06040859734561,105.38690474520064
124,170.40626539946575,176.47802281337027,177.9138781290764,179.4337734821421,0.000899491360133507,84.37840457116691,110.32156216317772
125,170.30576714304047,177.17234771269614,178.60096753871676,179.55866980649571,0.0024731211269129532,84.44840754199858,106.03509888951736
126,169.29711711499297,175.06948911071765,179.32860465744514,179.4685522539242,0.003067523879339926,85.09761920142402,105.38460989500689
127,170.820285778373,175.78579582039757,179.1307563218948,178.24702038139225,0.015244935701156736,85.11433606399974,95.87254543342395
128,171.92610415877186,176.56241759150507,179.93748367563632,178.83993481772836,0.006428577272701943,84.5355177838333,96.08924884812988
129,171.99385196905,177.73336099986105,179.93941855203246,178.88025071233497,0.009731177462891188,84.49309102724695,96.10627509016305
130,170.4093825440115,177.36698198891963,179.27304742568103,178.2969069043871,0.005198218638288267,84.55243124514706,96.15675339017154
131,170.33534474413466,177.6834799289241,177.81954700559086,178.29687736175075,0.0012796104665572336,84.5427859228817,102.16307069406507
132,170.1623333058534,177.68120619327448,177.86587936039274,178.2324018911395,0.0020720516501824605,84.54540925095667,96.83271386093573
133,167.54373645510364,176.56613240561273,177.86690899773262,178.23969215981168,0.001964393271322841,84.5470735525548,96.80566704431865
134,167.5791576952581,177.69956084229779,177.85696507572393,178.22696913413876,0.001084640706940088,84.56465865185707,96.87670601775051
135,167.57641694473247,176.09580355067584,178.5452165935547,178.19797542550546,0.00947504900044103,84.48676744866873,95.89041573172842
136,167.72308036765176,174.0011985450286,179.17986582904558,178.18895273113725,0.014253248657800794,83.83917375710193,95.27949341081866
137,167.87198947939788,176.16296936096177,177.90491135072753,178.10461982707676,0.9576823187718453,85.42434588657164,96.7254116620302
138,165.48951569592998,177.45754426908414,177.88146393252782,178.14556635902622,0.9798208511582356,85.51717321892959,96.77940806979579
139,162.98846628590601,177.44568688697885,178.5538239873207,177.19960069939847,0.9781322004141113,85.42973550686786,95.87247130346303
140,162.8483068226762,175.39603640133453,178.5716069476375,177.26533137391337,0.9742378688124363,85.42820821009208,95.78183857783527
141,163.03453370068135,177.43344150817217,178.5706077546943,177.53543804873598,0.9641024748533163,85.41477058056188,93.28264112458508
142,164.31647548636724,175.3899486107125,178.59170865461743,177.5613335057468,0.9717982782682538,85.44245614266183,90.65185637171474
143,165.23806846820972,174.82225044716947,179.9738526697508,178.82388918579326,0.969828451402091,85.42513312158005,87.50116080996838
144,165.23124025818768,175.34731555741587,179.95222611349757,178.23432801947885,1.1361303148939041,85.50430580744886,90.03229943669119
145,166.75515923600148,176.70629450544118,179.95881845569184,178.03529924458653,1.1397280850329181,85.42557947941022,90.00294422174063
146,166.75353115015227,176.42729874403108,179.96960843132507,178.0698871251522,0.9744278125868663,85.4195295969601,87.50974244468817
147,166.7498907992802,177.5263057723628,179.99808310494524,178.08293399593248,0.9769141678915975,85.42168853274731,87.44234924296734
148,165.2488186941014,178.9873655174842,179.99784158778095,178.1561767575761,0.9798480448028284,85.49640776680845,87.4577249181017
149,162.728638160726,179.8685951230444,179.99425414972617,178.171487014079,0.976386854213884,85.51900296815427,87.39074224287415
150,164.51105854112794,177.99936410741714,179.97876843177374,178.7708533330645,1.0251057413628368,85.47083398002393,87.36066206949044
151,160.4422207807362,178.67511844390376,179.99300411116818,178.73685128038778,1.1979720654535813,85.42410755590853,90.01559954931017
152,161.38406291589635,177.5969540484618,179.99046044688856,177.94997290587222,1.0074169541808498,84.81628665654573,90.04515682379837
153,162.94267798059536,177.60661745269704,179.99551630106657,178.03180678788692,1.1081774045667772,84.78205488777151,90.06252422515458
154,163.08885631215944,177.6054639948564,179.9940111754375,178.02740898605245,1.1036616602412186,84.78204547160041,90.05904687931482
155,163.12737835415905,176.54788320756015,179.99298309040918,177.671455205939,1.085580913249875,84.81159928906428,92.6420313800003
156,164.54141265425332,177.25693138882355,179.97897301146676,179.15655071503616,1.079214022939214,84.81449626180239,92.68044827833567
157,163.4229247153795,177.23966974650332,179.97587242355738,179.15808675393149,1.0813984470063343,84.81252502471143,92.71095767278437
158,163.6087516203365,178.32421189209632,179.97350091939018,179.92850423924594,0.02540029358103497,85.9982357700111,89.94431692158504
159,161.02330967493972,178.79787049613617,179.97074644179628,179.92309794781147,1.0804891294152468,84.88621201165233,89.99180634127572
160,161.0319442292314,176.26173377156056,179.97157028531322,179.92594432514633,0.027760067537455094,85.99753812863968,89.9825820215752
161,160.4339918980963,175.36284467754157,179.38546259790596,178.15959970792505,1.0601606746746652,85.50291334145957,87.90692950335335
162,160.43413390989082,175.36245866136787,179.37637988644354,178.05684894626378,1.060573458459195,85.50193200918099,87.92002674192514
163,161.55540151751367,175.36395130543437,179.2781037306767,179.587582772567,1.0444446513758252,84.81561222111787,87.27763585939249
164,161.54708763363038,177.18278400950368,179.39076338769922,179.05204418609983,1.0495159193473222,84.81196084699691,84.97687395284707
165,161.22162587039406,175.09852897465524,179.38645024106916,179.1293054437308,1.0500320108967922,84.87687859652917,84.94962467935845
166,161.2860305123404,176.57702511141207,179.37660849317876,179.14690146778233,0.0030719907653862758,85.89939324534345,85.00930244943486
167,161.2713214151596,176.38380552195005,179.35679639390497,179.4841413090773,1.043599887355968,87.00203069604515,87.64638465013103
168,161.30831946114307,175.9576280466873,179.3524865023541,179.4884713366017,1.1486597107482532,89.3161758319825,87.662641602829
169,161.21645314183763,176.76003059836174,179.29560143985557,179.49921548424814,1.1172600558299652,89.31741617982344,87.12742249453767
170,161.6967584649055,176.3175478289972,179.3697514835574,178.94575578525902,1.1539347737200651,88.53140513043056,87.51841470555706
171,164.25466328585986,177.12019429033361,179.27893945191795,178.84773508434233,0.942857849618118,88.4653024232533,86.92917081525592
172,165.20708368675537,178.6101650740194,179.3170012731093,179.5485969418097,1.1630401786771134,88.46924391139316,87.05281408207084
173,163.50217082154055,178.05987504445832,179.2987332284055,179.77919036823366,0.12661315585809998,87.44101657557674,90.01025216809013
174,172.67655114376637,175.47273943172908,179.30331004404664,179.77596673899035,0.03304371829725051,85.21788867571539,87.10355007770497
175,172.83653868096363,177.51142816420915,179.92229400956464,179.87379899481414,0.062389026584346335,85.86429072707699,87.7155271501545
176,174.20720451274184,175.1564032900087,179.9247587397872,178.782609583739,1.0118013581100678,84.02003063208942,87.50272610822614
177,175.39287629176732,175.98885140963952,179.95519048673478,179.42411336427844,1.0410491721015775,84.03664717342635,87.59281394142636
178,175.44787083317576,175.69296750055534,179.36128318997746,179.48902494633455,0.9916074263565129,83.52365621831053,87.5759890923555
179,175.74226612527607,179.24509511237412,178.71761936552315,179.6029475964982,0.03311413713974952,84.99650292575156,88.13228477558042
180,176.87284027392477,179.30744648329394,178.72031124434474,179.0028476884042,0.9931008092514058,84.06960884832687,88.0957198778624
181,176.78464083076642,179.6441687465562,178.69389843304523,179.68839146179167,1.0202038581664612,84.10852762970978,91.35027757408791
182,177.82531609311056,179.6064222852878,178.01652839652004,179.61326726756633,1.0128655166368614,84.78752793903338,91.99974444793969
183,178.72499727088362,178.33078280828838,178.01176448093193,179.5559483006594,0.03672362717329772,85.0137356447264,92.0356013179207
184,177.36923819022897,178.3169191484803,177.35130562367837,179.55353677803944,0.002733560430751013,85.00504254431007,92.64653820822063
185,176.37296077778228,179.4040433891699,177.34897306813485,179.2565121819663,1.004846143972599,85.91664502458423,89.32639026707456
186,174.91249831921385,178.29204067449675,178.7095618877604,179.77318133075286,0.026863708895694675,84.32667616502597,88.83334048907967
187,176.08820583613698,178.2691268132435,177.35367103234756,179.78707496127376,0.008000712344429572,84.89133408864869,92.5610429027394
188,177.0323919334531,177.7153033208147,178.73043142903546,179.78140168691903,0.014124797127587699,84.8715778526083,88.82988076924092
189,179.8072696635025,179.89337327584664,176.5768284270065,179.92694511675626,0.02597574607331893,84.28704317655192,92.68966920025302
190,178.99218983705657,177.93070607289513,176.61838246270153,179.93030747927932,0.015590600445864605,84.18096757358114,92.63774565907339
191,174.22780061527558,179.65401980026542,176.6460345712215,179.27833184642472,0.9827647941201323,85.43140708764736,90.23477776745487
192,72.40803065470509,179.7282823003042,176.65298062997158,179.14992110736486,1.0699008984984126,85.96047035409285,96.43775935601137
193,,178.54569075060388,176.74849245764347,179.13772619098864,0.04003618321174578,84.17792915205841,93.2082543616178
194,,175.58488177467322,176.73580647476828,179.2748254465234,1.0400703724772677,83.98648681812777,97.08196143937279
195,,177.831418881179,177.5738121575382,178.97903145591593,1.0280006529244672,83.30032175509821,93.31180131457839
196,,175.94230802097005,179.63521891946408,179.75457623227558,0.03022521050678024,84.24546586059071,92.03478097491363
197,,178.8644017378711,178.2679793357226,179.74671934678875,1.1948679912828415,85.27546764440235,96.69577823514216
198,,173.6547773304262,179.83197876459633,179.1451110035342,1.4376934808957085,87.44495988265956,96.75152748468466
199,,175.55038846058886,179.81080686027596,178.7810699698602,0.2405903670375714,86.5728327177048,99.40112312760814
200,,166.39248326491384,179.0003122320809,178.79458222549775,3.7169255966418326,89.46220566817621,99.42575442443933
201,,172.1156899884121,178.9970524104897,178.7261054298741,3.524029177122522,89.70915295268075,99.4085940420848
202,,173.65730477667026,178.9508392152505,179.78742422648224,1.1937294637579559,90.25504310151868,88.58121776999128
203,,177.56225797210288,179.09955281381838,178.6032553988695,0.9893223774615885,90.3896634123965,91.32639207779255
204,,172.85716298840921,177.93819120772108,179.975005850428,4.247069038566415,93.88647539798092,92.06161938493209
205,,158.58322392248,179.10808182882926,178.52304960057586,4.629744480830095,90.43263219091693,85.23996037811605
206,,159.32443785246463,176.49084242338228,178.93376341598992,2.49452092400335,88.93609779242551,94.9148256331549
207,156.60856707022228,166.08645862648075,177.16997758169214,179.8358310757098,2.2918927761101004,89.69896075449758,88.08353321904002
208,176.95887588597506,169.07927495122738,177.21574201318438,179.74159651792817,1.1047630692971095,89.21304315383904,88.02148202110808
209,170.45396008352287,165.29808316262705,178.4363018243366,179.3418573057093,3.0864555545080936,89.7284054965724,83.62737198615733
210,173.65115484456862,172.90033170281114,178.42044809652444,179.41997163107715,4.503128593409763,92.72893020757704,80.64058772441352
211,168.36406908377322,169.64688417042714,178.25838103731567,177.9986513544046,3.9180115654873147,92.20963294923119,83.05490427018442
212,169.22529271445026,173.62965925047703,179.01797940275753,178.28329105986703,2.5793679964934895,91.12618683953713,83.14589094233678
213,176.50816127036492,175.11324430673244,179.04289390946673,177.65975677510357,2.562333007531874,91.77406458471053,83.08080235526225
214,179.24303048522367,170.43048733035815,179.04494834851025,177.64048112015098,0.09605198933192924,91.66412192942438,83.0727731509306
215,176.34895883818174,174.21343632221644,179.01644373314306,178.37564152240694,0.07178931347252449,91.8314035960658,83.09376971392582
216,176.14803554398776,112.07478905278818,179.01757920025958,177.75164103036408,2.369633281613887,92.09871744611145,83.09386306194429
217,175.0850423353161,113.67155459174302,178.2047326413606,177.94725448638886,1.660180604181905,93.42661341175632,83.13070807235982
218,174.5960246634708,113.67313348089583,178.24336055337815,178.30210400948604,1.6722435668534124,93.50331699654919,83.08988283658812
219,174.08081005942577,169.477620364858,178.2016808184508,179.1401461338438,1.4620961042161833,93.65398270430859,86.18296494669013
220,172.6248270718472,171.12231602218446,178.2153557592041,179.05847552024096,2.7752585464324637,92.52016248781553,83.0589376265558
221,172.60764003921656,171.64776867064958,178.2402772468307,179.80929175006318,1.4893787458269552,93.02607431181299,86.21673879349964
222,172.62976977621122,170.87086834459882,178.24027118434674,179.7233210289707,1.494229999204309,93.02934851859409,86.2167111787364
223,172.54799605526844,168.2039223709716,177.6816392860845,179.95890532327252,2.6054447401956726,93.25075127809208,86.6649422783062
224,170.9128630075704,169.86221048231246,179.0610439418367,179.14219541037718,3.0998477771181014,93.33744447343994,86.29659198176284
225,173.43891433702802,172.309815570893,178.48141866181982,179.9252675426551,2.81616921222902,93.10351527589114,90.01960633122077
226,172.87499019612096,172.0900898023641,179.23253137329414,179.84360101953152,2.8166095226823797,93.8111402788002,93.01893095681655
227,172.32885279819243,170.5209581597804,178.77665604860388,179.48225974409957,1.7737527076392918,92.06067631768406,88.8416053152812
228,174.14951651742754,170.60850431114503,179.1343796255289,179.48701946967353,2.8015257988456552,92.55033891145291,92.362056639207
229,173.77177850484628,173.07374483793313,179.24651103641668,178.8912049785805,0.6250113546070437,93.85559704054077,92.85218645253545
230,176.1107833805252,170.6089370106176,179.23460351818113,178.95616209205363,0.6078823906770088,93.82458512745416,92.83159610733851
231,177.11366932231158,173.07819934638715,179.23038006314277,179.650841381734,0.4076179844618458,93.02456947611398,92.88616313854975
232,178.50331464643025,173.98817135555475,179.39499283340814,178.94885866753867,1.5989664951011746,90.38619254079465,92.197442025977
233,179.21777524433776,120.01019781498493,179.98428042996127,178.95340599941247,1.3815228457400333,88.47782423769846,92.80119052463421
234,179.13570793594164,120.4263878505522,179.3353620884959,178.93185504733532,1.160556207685127,89.27244331832843,90.7134155216798
